date,gym,room,machine,machineId,set,weight,reps,duration,level,incline,hr,notes
2026-07-09,Portofino Gym,Machines Room,Seated Row Machine,pm02,1,55,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Row Machine,pm02,2,75,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Row Machine,pm02,3,100,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,1,55,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,2,85,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,3,115,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,4,145,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Pec Fly,pm04,1,60,12,,,,,
2026-07-09,Portofino Gym,Machines Room,Pec Fly,pm04,2,80,12,,,,,
2026-07-09,Portofino Gym,Machines Room,Pec Fly,pm04,3,105,12,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,1,55,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,2,80,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,3,100,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,1,85,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,2,115,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,3,145,15,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,1,40,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,2,55,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,3,55,8,,,,,
2026-07-09,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,1,60,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,2,80,10,,,,,
2026-07-09,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,3,110,10,,,,,
2026-07-08,Outdoor Aerobics,,Walk,m1782186709718,1,,,,,,,13.5k steps
2026-07-07,Outdoor Aerobics,,Run,m1782152863635,1,,,,,,,
2026-07-07,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,1,40,10,,,,,Explored the different foot positions
2026-07-07,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,2,40,10,,,,,
2026-07-07,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,3,40,10,,,,,
2026-07-07,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,4,55,10,,,,,
2026-07-07,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,5,55,10,,,,,
2026-07-07,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,6,55,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,1,40,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,2,65,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,3,85,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,1,25,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,2,40,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,3,55,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Row Machine,pm02,1,60,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Row Machine,pm02,2,80,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Row Machine,pm02,3,105,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,1,55,15,,,,,Using position 2 for full range of motion
2026-07-07,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,2,80,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,3,80,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,1,60,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,2,75,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,3,90,7,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,1,55,6,,,,,Not sure why I didn't stick with the program
2026-07-07,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,2,55,6,,,,,
2026-07-07,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,3,55,6,,,,,
2026-07-07,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,1,60,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,2,90,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,3,110,10,,,,,
2026-07-07,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,1,40,15,,,,,
2026-07-07,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,2,55,15,,,,,
2026-07-07,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,3,70,15,,,,,
2026-07-07,Portofino Gym,Weight Room,Plate-Loaded Seated Calf Raise,pw08,1,10,15,,,,,
2026-07-07,Portofino Gym,Weight Room,Plate-Loaded Seated Calf Raise,pw08,2,15,15,,,,,
2026-07-07,Portofino Gym,Weight Room,Plate-Loaded Seated Calf Raise,pw08,3,20,15,,,,,
2026-07-07,Portofino Gym,Weight Room,Seated Preacher Curl Bench,pw04,1,25,10,,,,,
2026-07-07,Portofino Gym,Weight Room,Seated Preacher Curl Bench,pw04,2,30,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,1,,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,2,,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,3,,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,4,,10,,,,,
2026-07-07,Portofino Gym,Machines Room,Back Extension Bench,pm07,1,,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Back Extension Bench,pm07,2,,15,,,,,
2026-07-07,Portofino Gym,Machines Room,Back Extension Bench,pm07,3,,15,,,,,
2026-07-07,Outdoor Aerobics,,Walk,m1782186709718,1,,,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Row Machine,pm02,1,55,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Row Machine,pm02,2,75,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Row Machine,pm02,3,100,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,1,55,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,2,80,10,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,3,105,10,,,,,
2026-07-06,Portofino Gym,Machines Room,Pec Fly,pm04,1,60,12,,,,,
2026-07-06,Portofino Gym,Machines Room,Pec Fly,pm04,2,80,12,,,,,
2026-07-06,Portofino Gym,Machines Room,Pec Fly,pm04,3,105,12,,,,,
2026-07-06,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,1,60,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,2,75,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,3,90,12,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,1,25,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,2,45,10,,,,,
2026-07-06,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,3,60,6,,,,,
2026-07-06,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,1,,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,2,,15,,,,,
2026-07-06,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,3,,15,,,,,
2026-07-05,Portofino Gym,Aerobic Room,Peloton,pa04,1,,,,,,,Total Output 89 Avg resistance 37
2026-07-05,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,1,85,15,,,,,
2026-07-05,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,2,115,15,,,,,
2026-07-05,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,3,145,15,,,,,
2026-07-05,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,1,40,15,,,,,
2026-07-05,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,2,55,15,,,,,
2026-07-05,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,3,70,15,,,,,
2026-07-05,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,4,85,10,,,,,
2026-07-05,Portofino Gym,Weight Room,Seated Preacher Curl Bench,pw04,1,,10,,,,,1st time: Doing 20 was pretty hard
2026-07-05,Portofino Gym,Weight Room,Seated Preacher Curl Bench,pw04,2,10,10,,,,,
2026-07-05,Portofino Gym,Weight Room,Seated Preacher Curl Bench,pw04,3,20,10,,,,,
2026-07-05,Portofino Gym,Machines Room,Glute Isolator,pm14,1,50,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Glute Isolator,pm14,2,80,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Glute Isolator,pm14,3,110,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,1,55,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,2,85,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,3,115,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,1,85,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,2,115,15,,,,,
2026-07-05,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,3,145,15,,,,,
2026-07-04,Outdoor Aerobics,,Run,m1782152863635,1,,,,,,,
2026-07-03,Body Weight Exercises,,Leg Lift,m1782152403811,1,,10,,,,,
2026-07-03,Body Weight Exercises,,Leg Lift,m1782152403811,2,,10,,,,,
2026-07-03,Body Weight Exercises,,Leg Lift,m1782152403811,3,,10,,,,,
2026-07-03,10th St Outdoor Gym,,Pullups,m1782438526308,1,,3,,,,,
2026-07-03,10th St Outdoor Gym,,Pullups,m1782438526308,2,,4,,,,,
2026-07-03,10th St Outdoor Gym,,Pullups,m1782438526308,3,,-4,,,,,
2026-07-03,10th St Outdoor Gym,,Pushups,m1782438536945,1,,15,,,,,
2026-07-03,10th St Outdoor Gym,,Pushups,m1782438536945,2,,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,1,85,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,2,100,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,3,115,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,4,130,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,5,145,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Plate-Loaded Seated Calf Raise,pw08,1,10,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Plate-Loaded Seated Calf Raise,pw08,2,15,15,,,,,
2026-07-03,Portofino Gym,Weight Room,Plate-Loaded Seated Calf Raise,pw08,3,20,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Row Machine,pm02,1,55,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Row Machine,pm02,2,70,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Row Machine,pm02,3,85,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Row Machine,pm02,4,100,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,1,60,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,2,75,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,3,90,10,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,4,105,10,,,,,
2026-07-03,Portofino Gym,Machines Room,Pec Fly,pm04,1,65,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Pec Fly,pm04,2,75,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Pec Fly,pm04,3,90,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Pec Fly,pm04,4,105,12,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,1,30,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,2,45,10,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,3,60,5,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,4,60,4,,,,,
2026-07-03,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,1,60,10,,,,,Tricep press
2026-07-03,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,2,80,10,,,,,
2026-07-03,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,3,100,10,,,,,
2026-07-03,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,4,110,10,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,1,40,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,2,55,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,3,70,8,,,,,
2026-07-03,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,1,,20,,,,,Low decline
2026-07-03,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,2,,20,,,,,
2026-07-03,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,3,,20,,,,,
2026-07-03,Portofino Gym,Machines Room,Glute Isolator,pm14,1,70,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Glute Isolator,pm14,2,90,15,,,,,
2026-07-03,Portofino Gym,Machines Room,Glute Isolator,pm14,3,110,15,,,,,
2026-07-03,Outdoor Aerobics,,Walk,m1782186709718,1,,,,,,,
2026-07-02,Outdoor Aerobics,,Run,m1782152863635,1,,,,,,,
2026-07-01,5th Street Gym,,Situp Bench (Incline),f03,1,,30,,,,,
2026-07-01,5th Street Gym,,Situp Bench (Incline),f03,2,,20,,,,,
2026-07-01,5th Street Gym,,Situp Bench (Incline),f03,3,,20,,,,,
2026-07-01,Body Weight Exercises,,Pushups,m1782151830912,1,,20,,,,,Incline
2026-07-01,Body Weight Exercises,,Pushups,m1782151830912,2,,20,,,,,
2026-07-01,Body Weight Exercises,,Pushups,m1782151830912,3,,20,,,,,
2026-07-01,Outdoor Aerobics,,Walk,m1782186709718,1,,,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,1,40,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,2,55,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,3,70,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,4,85,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,1,25,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,2,40,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,3,55,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,1,55,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,2,70,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,3,85,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,4,100,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,5,115,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,1,55,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,2,85,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,3,115,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,4,145,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Pec Fly,pm04,1,60,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Pec Fly,pm04,2,75,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Pec Fly,pm04,3,90,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Pec Fly,pm04,4,105,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,1,60,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,2,75,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,3,90,10,,,,,
2026-07-01,Portofino Gym,Weight Room,Seated Cable Row Machine,pw03,1,55,10,,,,,
2026-07-01,Portofino Gym,Weight Room,Seated Cable Row Machine,pw03,2,70,10,,,,,
2026-07-01,Portofino Gym,Weight Room,Seated Cable Row Machine,pw03,3,70,10,,,,,
2026-07-01,Portofino Gym,Weight Room,Seated Cable Row Machine,pw03,4,85,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,1,55,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,2,70,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,3,85,10,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,4,100,5,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Abdominal Crunch Machine,pm13,1,40,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Abdominal Crunch Machine,pm13,2,70,15,,,,,
2026-07-01,Portofino Gym,Machines Room,Seated Abdominal Crunch Machine,pm13,3,100,15,,,,,
2026-06-30,Body Weight Exercises,,Squats,m1782152064365,1,,15,,,,,
2026-06-30,Body Weight Exercises,,Squats,m1782152064365,2,,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,1,70,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,2,85,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,3,100,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,4,115,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,5,130,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Glute Isolator,pm14,1,50,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Glute Isolator,pm14,2,70,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Glute Isolator,pm14,3,90,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Row Machine,pm02,1,40,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Row Machine,pm02,2,55,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Row Machine,pm02,3,70,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Row Machine,pm02,4,85,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,1,40,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,2,55,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,3,70,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,4,85,15,,,,,
2026-06-29,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,5,100,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Pec Fly,pm04,1,40,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Pec Fly,pm04,2,60,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Pec Fly,pm04,3,75,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Pec Fly,pm04,4,90,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,1,60,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,2,75,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,3,90,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,1,,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,2,,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,3,,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,1,25,15,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,2,40,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,3,55,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,4,70,5,,,,,
2026-06-29,Body Weight Exercises,,Pushups,m1782151830912,1,,25,,,,,
2026-06-29,Body Weight Exercises,,Pushups,m1782151830912,2,,15,,,,,
2026-06-29,Body Weight Exercises,,Pushups,m1782151830912,3,,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,1,25,10,,,,,Adjusted
2026-06-29,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,2,40,10,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,3,55,5,,,,,
2026-06-29,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,4,55,5,,,,,
2026-06-28,Outdoor Aerobics,,Run,m1782152863635,1,,,15,14,,,1.03 miles at 14:43/mile. Total time 15:06
2026-06-28,5th Street Gym,,Situp Bench (Incline),f03,1,,20,,,,,
2026-06-28,5th Street Gym,,Situp Bench (Incline),f03,2,,20,,,,,
2026-06-28,5th Street Gym,,Situp Bench (Incline),f03,3,,15,,,,,
2026-06-28,5th Street Gym,,Bench Press,f05,1,44,20,,,,,
2026-06-28,5th Street Gym,,Bench Press,f05,2,88,15,,,,,
2026-06-28,5th Street Gym,,Bench Press,f05,3,110,15,,,,,
2026-06-28,5th Street Gym,,Seated Tricep Dips,f08,1,77,15,,,,,
2026-06-28,5th Street Gym,,Seated Tricep Dips,f08,2,99,10,,,,,
2026-06-28,5th Street Gym,,Seated Tricep Dips,f08,3,99,6,,,,,
2026-06-27,Outdoor Aerobics,,Walk,m1782186709718,1,,,44,20,,,
2026-06-26,10th St Outdoor Gym,,Pushups,m1782438536945,1,,10,,,,,
2026-06-26,10th St Outdoor Gym,,Pushups,m1782438536945,2,,10,,,,,
2026-06-26,10th St Outdoor Gym,,Pullups,m1782438526308,1,,3,,,,,
2026-06-26,10th St Outdoor Gym,,Pullups,m1782438526308,2,,3,,,,,
2026-06-26,10th St Outdoor Gym,,Pullups,m1782438526308,3,,-3,,,,,
2026-06-26,5th Street Gym,,Decline Bench & Hyperext,f02,1,,20,,,,,
2026-06-26,5th Street Gym,,Situp Bench (Incline),f03,1,,10,,,,,
2026-06-26,5th Street Gym,,Situp Bench (Incline),f03,2,,10,,,,,
2026-06-26,5th Street Gym,,Situp Bench (Incline),f03,3,,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,1,,20,,,,,
2026-06-26,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,2,,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,3,,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Row Machine,pm02,1,40,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Row Machine,pm02,2,55,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Row Machine,pm02,3,70,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Row Machine,pm02,4,85,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,1,55,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,2,70,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Abduction Machine,pm11,3,85,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,1,55,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,2,70,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,3,85,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,1,60,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,2,75,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Rear Deltoid,m1782480059048,3,90,9,,,,,
2026-06-26,Portofino Gym,Machines Room,Pec Fly,pm04,1,60,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Pec Fly,pm04,2,75,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Pec Fly,pm04,3,90,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,1,25,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,2,40,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,3,55,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,1,25,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,2,40,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Shoulder Press,pm08,3,55,5,,,,,
2026-06-26,Portofino Gym,Machines Room,Glute Isolator,pm14,1,50,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Glute Isolator,pm14,2,70,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Glute Isolator,pm14,3,90,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,1,50,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,2,60,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,3,70,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Functional Trainer (Cable Crossover),pm09,4,80,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,1,55,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,2,70,10,,,,,
2026-06-26,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,3,85,10,,,,,
2026-06-26,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,1,40,15,,,,,
2026-06-26,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,2,55,15,,,,,
2026-06-26,Portofino Gym,Weight Room,Lat Pulldown Machine,pw02,3,70,15,,,,,
2026-06-26,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,1,70,15,,,,,
2026-06-26,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,2,85,15,,,,,
2026-06-26,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,3,100,15,,,,,
2026-06-26,Portofino Gym,Weight Room,Seated Leg Press Machine,pw06,4,115,15,,,,,
2026-06-26,Outdoor Aerobics,,Walk,m1782186709718,1,,,66,19,,,
